id,name,gender,category,country,era,role,faceShape,deskripsi_fisik,keywords_tags,eyeRatio,jaw,gonionRatio,chinRatio,noseRatio,lipRatio,browArch,foreheadRatio,smile,comment,traits,ciri_khusus,local_photo
celeb_0011,Ibn Sina (Avicenna),Laki-laki,Tokoh Sejarah & Ilmuwan,Persia 🇮🇷,Klasik (980-1037),Bapak Kedokteran Modern,Oval,"Ibn Sina (Avicenna) (Bapak Kedokteran Modern) menampilkan profil visual berkarakter dengan struktur wajah Oval. Fokus pandangan ditandai oleh sorot mata teliti medis, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mungil ramping proporsional dengan lekukan ujung halus natural, berpadu serasi dengan bibir proporsional simetris dengan senyuman simpul hangat bersahaja yang bersahabat. Garis bawah wajah dipertegas oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik. Ciri khas yang paling menonjol pada penampilannya meliputi Garis wajah proporsional, Aura ketenangan sarjana.","alis_maskulin, alis_natural, alis_tebal, asal_persia, aura_ketenangan_sarjana, avicenna, bapak, bibir_proporsional, dagu_oval, garis_wajah_proporsional, hidung_halus, hidung_mungil, hidung_ramping, ibn, ibn_sina_avicenna, kedokteran, laki_laki, modern, pria, rahang_proporsional, rambut_rapi_klasik, senyum_hangat, senyum_simpul, sina, sorot_mata_teliti_medis, tokoh_sejarah_ilmuwan, wajah_oval",0.383,0.542,0.738,0.671,0.252,0.327,0.11,0.312,0.575,Akurasi diagnosis tinggi dan sintesis ilmu medis holistik!,Sorot mata teliti medis; Garis wajah proporsional; Aura ketenangan sarjana,"Garis wajah proporsional, Aura ketenangan sarjana",/assets/celebs_cache/ibn_sina_avicenna.jpg
celeb_0012,Al-Khwarizmi,Laki-laki,Tokoh Sejarah & Ilmuwan,Persia 🇮🇷,Klasik (780-850),Bapak Aljabar & Algoritma,Oval,"Merepresentasikan figur Bapak Aljabar & Algoritma, Al-Khwarizmi memiliki proporsi wajah Oval yang harmonis. Karakteristik utamanya terpancar dari tatapan presisi logis berpadu dengan dahi lebar matematis, menyatu dengan garis dahi. Struktur hidung terlihat hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berdampingan dengan garis senyum intelektual. Kontur rahang diperkuat oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Proporsi simetri wajah yang seimbang).","al_khwarizmi, algoritma, aljabar, asal_persia, bapak, dagu_oval, dahi_lebar_matematis, garis_senyum_intelektual, hidung_natural, hidung_proporsional, khwarizmi, laki_laki, pria, proporsi_simetri_wajah_yang_seimbang, rahang_proporsional, rambut_rapi_klasik, tatapan_fokus, tatapan_presisi_logis, tokoh_sejarah_ilmuwan, wajah_oval",0.39,0.587,0.701,0.665,0.266,0.319,0.099,0.287,0.51,Fondasi pemikiran algoritmik murni dan kecerdasan kuantitatif!,Dahi lebar matematis; Tatapan presisi logis; Garis senyum intelektual,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/al_khwarizmi.jpg
celeb_0013,Stephen Hawking,Laki-laki,Tokoh Sejarah & Ilmuwan,Inggris 🇬🇧,Modern (1942-2018),Fisikawan Kosmologi Lubang Hitam,Heart / V-Shape,"Dengan arsitektur wajah Heart / V-Shape, Stephen Hawking mengekspresikan aura Fisikawan Kosmologi Lubang Hitam. Visual wajah menampilkan sorot mata penjelajah semesta serta alis tebal natural berkarakter maskulin dengan proporsi simetris. Keseimbangan fitur wajah terlihat dari hidung mancung lurus klasik dengan garis tulang hidung tegas dan bentuk senyum optimis tak terpatahkan. Siluet wajah dibingkai oleh dagu tirus v-shape ramping terpahat harmonis dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Kacamata intelektual.","alis_maskulin, alis_natural, alis_tebal, asal_inggris, dagu_ramping, dagu_tirus, fisikawan, hawking, hidung_lurus_klasik, hidung_mancung, hitam, kacamata_intelektual, kosmologi, laki_laki, lubang, pria, rambut_rapi_klasik, senyum_optimis_tak_terpatahkan, sorot_mata_penjelajah_semesta, stephen, stephen_hawking, tokoh_sejarah_ilmuwan, v_shape, wajah_heart_v_shape",0.391,0.492,0.687,0.599,0.255,0.344,0.117,0.332,0.648,Ketangguhan mental luar biasa dan pemahaman kosmik mendalam!,Senyum optimis tak terpatahkan; Sorot mata penjelajah semesta; Kacamata intelektual,Kacamata intelektual,/assets/celebs_cache/stephen_hawking.jpg
celeb_0014,Richard Feynman,Laki-laki,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1918-1988),Fisikawan Kuantum & Edukator Jenius,Diamond / Chiseled,"Karakteristik visual Richard Feynman (Fisikawan Kuantum & Edukator Jenius) ditandai oleh geometri wajah Diamond / Chiseled. Penampilan diperkuat oleh mata penuh rasa ingin tahu yang dipadukan dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Di bagian tengah wajah, terdapat hidung mancung lurus klasik dengan garis tulang hidung tegas yang selaras dengan senyum ceria menular. Bagian bawah wajah menonjolkan garis rahang ramah, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","alis_maskulin, alis_natural, alis_tebal, asal_as, edukator, feynman, fisikawan, garis_rahang_ramah, hidung_lurus_klasik, hidung_mancung, jenius, kuantum, laki_laki, mata_penuh_rasa_ingin_tahu, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, richard, richard_feynman, senyum_ceria_menular, tokoh_sejarah_ilmuwan, wajah_diamond_chiseled",0.411,0.636,0.713,0.562,0.272,0.345,0.106,0.28,0.752,Kreativitas fisika tak terbatas dan cara menjelaskan hal rumit jadi mudah!,Senyum ceria menular; Mata penuh rasa ingin tahu; Garis rahang ramah,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/richard_feynman.jpg
celeb_0015,J. Robert Oppenheimer,Laki-laki,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1904-1967),Fisikawan Teoretis & Pemimpin Riset,Diamond / Chiseled,"Menampilkan pesona autentik J. Robert Oppenheimer (Fisikawan Teoretis & Pemimpin Riset) dengan arsitektur wajah Diamond / Chiseled yang harmonis. Fokus pandangan ditandai oleh sorot mata biru tajam menghipnotis, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan bibir tipis proporsional dengan garis bibir tenang terkatup rapat mencerminkan keteguhan prinsip. Garis bawah wajah dipertegas oleh pipi tirus tegas, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik dengan ciri khas Karisma kepemimpinan sains.","alis_maskulin, alis_natural, alis_tebal, asal_as, bibir_terkatup_tegas, bibir_tipis, ekspresi_tenang, fisikawan, hidung_lurus_klasik, hidung_mancung, j_robert_oppenheimer, karisma_kepemimpinan_sains, laki_laki, mata_tajam, oppenheimer, pemimpin, pipi_tirus_tegas, pria, rambut_rapi_klasik, riset, robert, sorot_mata_biru_tajam_menghipnotis, teoretis, tokoh_sejarah_ilmuwan, wajah_diamond_chiseled",0.413,0.587,0.735,0.62,0.262,0.294,0.116,0.337,0.284,Karisma intelektual mendalam dan kemampuan memimpin proyek raksasa!,Sorot mata biru tajam menghipnotis; Pipi tirus tegas; Karisma kepemimpinan sains,Karisma kepemimpinan sains,/assets/celebs_cache/j_robert_oppenheimer.jpg
celeb_0016,Niels Bohr,Laki-laki,Tokoh Sejarah & Ilmuwan,Denmark 🇩🇰,Modern (1885-1962),Bapak Teori Atom Kuantum,Square / Angular,"Niels Bohr (Bapak Teori Atom Kuantum) menampilkan profil visual berkarakter dengan struktur wajah Square / Angular. Fokus pandangan ditandai oleh sorot mata bersahabat, diselaraskan oleh dahi kokoh pemikir, menyatu dengan garis dahi. Pada area midface, tampak hidung proporsional natural seimbang selaras dengan lebar cuping ideal, berpadu serasi dengan bibir tipis proporsional dengan garis senyum tipis rileks dan proporsional. Garis bawah wajah dipertegas oleh garis rahang stabil, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik. Ciri khas yang paling menonjol pada penampilannya meliputi Proporsi simetri wajah yang seimbang.","asal_denmark, atom, bapak, bibir_tipis, bohr, dahi_kokoh_pemikir, garis_rahang_stabil, hidung_natural, hidung_proporsional, kuantum, laki_laki, niels, niels_bohr, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, senyum_proporsional, senyum_tipis, sorot_mata_bersahabat, teori, tokoh_sejarah_ilmuwan, wajah_square_angular",0.383,0.674,0.795,0.771,0.265,0.293,0.086,0.296,0.54,Prinsip komplementaritas kuantum dan kebijaksanaan diskusi ilmiah!,Dahi kokoh pemikir; Sorot mata bersahabat; Garis rahang stabil,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/niels_bohr.jpg
celeb_0017,Max Planck,Laki-laki,Tokoh Sejarah & Ilmuwan,Jerman 🇩🇪,Modern (1858-1947),Bapak Teori Kuantum,Oblong / Regal,"Merepresentasikan figur Bapak Teori Kuantum, Max Planck memiliki proporsi wajah Oblong / Regal yang harmonis. Karakteristik utamanya terpancar dari sorot mata disiplin berpadu dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Struktur hidung terlihat hidung mancung lurus klasik dengan garis tulang hidung tegas, berdampingan dengan bibir tipis proporsional dengan garis senyum tipis rileks dan proporsional. Kontur rahang diperkuat oleh dagu memanjang terdefinisi khas kontur wajah regal bangsawan dan pemikir dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Kacamata bulat teliti, Fitur wajah berwibawa).","alis_maskulin, alis_natural, alis_tebal, asal_jerman, bapak, bibir_tipis, dagu_berwibawa, dagu_memanjang, fitur_wajah_berwibawa, hidung_lurus_klasik, hidung_mancung, kacamata_bulat_teliti, kontur_regal, kuantum, laki_laki, max, max_planck, planck, pria, rambut_rapi_klasik, senyum_proporsional, senyum_tipis, sorot_mata_disiplin, teori, tokoh_sejarah_ilmuwan, wajah_oblong_regal",0.359,0.535,0.695,0.629,0.288,0.295,0.1,0.319,0.39,Ketelitian fundamental yang melahirkan era kuantum modern!,Kacamata bulat teliti; Sorot mata disiplin; Fitur wajah berwibawa,"Kacamata bulat teliti, Fitur wajah berwibawa",/assets/celebs_cache/max_planck.jpg
celeb_0018,Louis Pasteur,Laki-laki,Tokoh Sejarah & Ilmuwan,Prancis 🇫🇷,Modern (1822-1895),Pelopor Mikrobiologi & Vaksinasi,Oval,"Dengan arsitektur wajah Oval, Louis Pasteur mengekspresikan aura Pelopor Mikrobiologi & Vaksinasi. Visual wajah menampilkan tatapan fokus laboratorium serta alis lurus mendatar (straight-brow) tegas maskulin. Keseimbangan fitur wajah terlihat dari hidung mancung lurus klasik dengan garis tulang hidung tegas dan bentuk bibir proporsional simetris dengan garis senyum tipis rileks dan proporsional. Siluet wajah dibingkai oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Garis wajah tekun, Aura penolong kemanusiaan.","alis_lurus, alis_tegas, asal_prancis, aura_penolong_kemanusiaan, bibir_proporsional, dagu_oval, garis_wajah_tekun, hidung_lurus_klasik, hidung_mancung, laki_laki, louis, louis_pasteur, mikrobiologi, pasteur, pelopor, pria, rahang_proporsional, rambut_rapi_klasik, senyum_proporsional, senyum_tipis, tatapan_fokus, tatapan_fokus_laboratorium, tokoh_sejarah_ilmuwan, vaksinasi, wajah_oval",0.38,0.566,0.707,0.62,0.268,0.316,0.087,0.284,0.471,Dedikasi riset tanpa henti demi menyelamatkan jutaan jiwa!,Tatapan fokus laboratorium; Garis wajah tekun; Aura penolong kemanusiaan,"Garis wajah tekun, Aura penolong kemanusiaan",/assets/celebs_cache/louis_pasteur.jpg
celeb_0019,René Descartes,Laki-laki,Tokoh Sejarah & Ilmuwan,Prancis 🇫🇷,Klasik (1596-1650),Bapak Filsafat Modern (Cogito Ergo Sum),Oblong / Regal,"Karakteristik visual René Descartes (Bapak Filsafat Modern (Cogito Ergo Sum)) ditandai oleh geometri wajah Oblong / Regal. Penampilan diperkuat oleh sorot mata skeptis kritis yang dipadukan dengan alis lurus mendatar (straight-brow) tegas maskulin. Di bagian tengah wajah, terdapat hidung mancung tegas yang selaras dengan bibir proporsional simetris dengan garis senyum tipis rileks dan proporsional. Bagian bawah wajah menonjolkan dagu memanjang terdefinisi khas kontur wajah regal bangsawan dan pemikir, dilengkapi oleh rambut bergelombang klasik, serta diperkaya oleh sentuhan Rambut bergelombang klasik.","alis_lurus, alis_tegas, asal_prancis, bapak, bibir_proporsional, cogito, dagu_berwibawa, dagu_memanjang, descartes, ergo, filsafat, hidung_mancung_tegas, kontur_regal, laki_laki, modern, pria, rambut_bergelombang_klasik, rene, rene_descartes, senyum_proporsional, senyum_tipis, sorot_mata_skeptis_kritis, sum, tokoh_sejarah_ilmuwan, wajah_oblong_regal",0.333,0.521,0.743,0.657,0.29,0.324,0.076,0.288,0.49,Fondasi logika rasionalisme dan geometri analitis yang presisi!,Rambut bergelombang klasik; Sorot mata skeptis kritis; Hidung mancung tegas,Rambut bergelombang klasik,/assets/celebs_cache/rene_descartes.jpg
celeb_0020,Blaise Pascal,Laki-laki,Tokoh Sejarah & Ilmuwan,Prancis 🇫🇷,Klasik (1623-1662),Matematikawan Probabilitas & Filosof,Heart / V-Shape,"Menampilkan pesona autentik Blaise Pascal (Matematikawan Probabilitas & Filosof) dengan arsitektur wajah Heart / V-Shape yang harmonis. Fokus pandangan ditandai oleh sorot mata intuitif, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mungil ramping proporsional dengan lekukan ujung halus natural, berpadu serasi dengan garis bibir peka. Garis bawah wajah dipertegas oleh wajah tirus reflektif, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik dengan ciri khas Proporsi simetri wajah yang seimbang.","alis_maskulin, alis_natural, alis_tebal, asal_prancis, blaise, blaise_pascal, filosof, garis_bibir_peka, hidung_halus, hidung_mungil, hidung_ramping, laki_laki, matematikawan, pascal, pria, probabilitas, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, sorot_mata_intuitif, tokoh_sejarah_ilmuwan, wajah_heart_v_shape, wajah_tirus_reflektif",0.412,0.499,0.658,0.591,0.246,0.338,0.103,0.305,0.445,Kecerdasan probabilitas matematis berpadu kepekaan eksistensial!,Wajah tirus reflektif; Sorot mata intuitif; Garis bibir peka,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/blaise_pascal.jpg
celeb_0021,Gottfried Wilhelm Leibniz,Laki-laki,Tokoh Sejarah & Ilmuwan,Jerman 🇩🇪,Klasik (1646-1716),Polimatik Penemu Kalkulus & Biner,Oblong / Regal,"Gottfried Wilhelm Leibniz (Polimatik Penemu Kalkulus & Biner) menampilkan profil visual berkarakter dengan struktur wajah Oblong / Regal. Fokus pandangan ditandai oleh sorot mata universal, diselaraskan oleh dahi lebar luas, menyatu dengan garis dahi. Pada area midface, tampak hidung mancung tegas dengan batang hidung tinggi berwibawa, berpadu serasi dengan bibir tipis proporsional dengan garis senyum tipis rileks dan proporsional. Garis bawah wajah dipertegas oleh dagu memanjang terdefinisi khas kontur wajah regal bangsawan dan pemikir, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik. Ciri khas yang paling menonjol pada penampilannya meliputi Karisma diplomat sains.","asal_jerman, bibir_tipis, biner, dagu_berwibawa, dagu_memanjang, dahi_lebar_luas, gottfried, gottfried_wilhelm_leibniz, hidung_batang_tinggi, hidung_mancung, hidung_tegas, kalkulus, karisma_diplomat_sains, kontur_regal, laki_laki, leibniz, penemu, polimatik, pria, rambut_rapi_klasik, senyum_proporsional, senyum_tipis, sorot_mata_universal, tokoh_sejarah_ilmuwan, wajah_oblong_regal, wilhelm",0.334,0.556,0.727,0.669,0.296,0.297,0.096,0.295,0.45,Pemikir sistem biner yang mendasari era digital modern!,Dahi lebar luas; Sorot mata universal; Karisma diplomat sains,Karisma diplomat sains,/assets/celebs_cache/gottfried_wilhelm_leibniz.jpg
celeb_0022,John von Neumann,Laki-laki,Tokoh Sejarah & Ilmuwan,Hungaria/AS 🇭🇺🇺🇸,Modern (1903-1957),Jenius Arsitektur Komputer & Game Theory,Round / Soft,"Merepresentasikan figur Jenius Arsitektur Komputer & Game Theory, John von Neumann memiliki proporsi wajah Round / Soft yang harmonis. Karakteristik utamanya terpancar dari sorot mata kecepatan komputasi berpadu dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Struktur hidung terlihat hidung mancung lurus klasik dengan garis tulang hidung tegas, berdampingan dengan senyum jenaka. Kontur rahang diperkuat oleh dagu membulat halus menciptakan transisi garis pipi yang lembut dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Wajah ramah cerdas).","alis_maskulin, alis_natural, alis_tebal, arsitektur, asal_hungaria, dagu_membulat, game, hidung_lurus_klasik, hidung_mancung, jenius, john, john_von_neumann, komputer, kontur_lembut, laki_laki, neumann, pipi_penuh, pria, rambut_rapi_klasik, senyum_jenaka, sorot_mata_kecepatan_komputasi, theory, tokoh_sejarah_ilmuwan, von, wajah_ramah_cerdas, wajah_round_soft",0.37,0.591,0.73,0.672,0.267,0.355,0.106,0.313,0.628,Kapasitas kalkulasi mental instan dan arsitektur komputasi modern!,Wajah ramah cerdas; Sorot mata kecepatan komputasi; Senyum jenaka,Wajah ramah cerdas,/assets/celebs_cache/john_von_neumann.jpg
celeb_0023,Claude Shannon,Laki-laki,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1916-2001),Bapak Teori Informasi Digital,Oval,"Dengan arsitektur wajah Oval, Claude Shannon mengekspresikan aura Bapak Teori Informasi Digital. Visual wajah menampilkan mata kreatif penuh ide serta alis tebal natural berkarakter maskulin dengan proporsi simetris. Keseimbangan fitur wajah terlihat dari hidung mancung lurus klasik dengan garis tulang hidung tegas dan bentuk senyum bersahaja. Siluet wajah dibingkai oleh garis rahang bersih dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Proporsi simetri wajah yang seimbang.","alis_maskulin, alis_natural, alis_tebal, asal_as, bapak, claude, claude_shannon, digital, garis_rahang_bersih, hidung_lurus_klasik, hidung_mancung, informasi, laki_laki, mata_kreatif_penuh_ide, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, senyum_bersahaja, shannon, teori, tokoh_sejarah_ilmuwan, wajah_oval",0.398,0.595,0.75,0.687,0.275,0.312,0.095,0.293,0.634,Visi revolusioner teori informasi bit dan pemrosesan sinyal!,Senyum bersahaja; Mata kreatif penuh ide; Garis rahang bersih,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/claude_shannon.jpg
celeb_0024,Noam Chomsky,Laki-laki,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1928-sekarang),Bapak Linguistik Modern & Kritis,Oval,"Karakteristik visual Noam Chomsky (Bapak Linguistik Modern & Kritis) ditandai oleh geometri wajah Oval. Penampilan diperkuat oleh sorot mata vokal tajam yang dipadukan dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Di bagian tengah wajah, terdapat hidung mancung lurus klasik dengan garis tulang hidung tegas yang selaras dengan bibir proporsional simetris dengan senyuman simpul hangat bersahaja yang bersahabat. Bagian bawah wajah menonjolkan dagu oval proporsional menyatu dengan lekukan rahang yang mulus, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Kacamata intelektual, Garis ekspresi bijak.","alis_maskulin, alis_natural, alis_tebal, asal_as, bapak, bibir_proporsional, chomsky, dagu_oval, garis_ekspresi_bijak, hidung_lurus_klasik, hidung_mancung, kacamata_intelektual, kritis, laki_laki, linguistik, mata_tajam, modern, noam, noam_chomsky, pria, rahang_proporsional, rambut_rapi_klasik, senyum_hangat, senyum_simpul, sorot_mata_vokal_tajam, tokoh_sejarah_ilmuwan, wajah_oval",0.378,0.539,0.723,0.689,0.274,0.332,0.093,0.337,0.629,Analisis sintaksis presisi dan keberanian mengkritisi tatanan dunia!,Kacamata intelektual; Sorot mata vokal tajam; Garis ekspresi bijak,"Kacamata intelektual, Garis ekspresi bijak",/assets/celebs_cache/noam_chomsky.jpg
celeb_0025,Carl Sagan,Laki-laki,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1934-1996),Astronom Kosmolog & Komunikator Sains,Oval,"Menampilkan pesona autentik Carl Sagan (Astronom Kosmolog & Komunikator Sains) dengan arsitektur wajah Oval yang harmonis. Fokus pandangan ditandai oleh tatapan penuh kekaguman semesta, diselaraskan oleh alis tebal natural berkarakter maskulin dengan proporsi simetris. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum hangat humanis. Garis bawah wajah dipertegas oleh garis rahang karismatik, disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik dengan ciri khas Proporsi simetri wajah yang seimbang.","alis_maskulin, alis_natural, alis_tebal, asal_as, astronom, carl, carl_sagan, garis_rahang_karismatik, hidung_lurus_klasik, hidung_mancung, komunikator, kosmolog, laki_laki, pria, proporsi_simetri_wajah_yang_seimbang, rambut_rapi_klasik, sagan, sains, senyum_hangat, senyum_hangat_humanis, senyum_manis, tatapan_fokus, tatapan_penuh_kekaguman_semesta, tokoh_sejarah_ilmuwan, wajah_oval",0.379,0.568,0.743,0.614,0.279,0.341,0.096,0.325,0.679,Kemampuan luar biasa membangkitkan rasa takjub pada sains dan kosmos!,Senyum hangat humanis; Tatapan penuh kekaguman semesta; Garis rahang karismatik,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/carl_sagan.jpg
celeb_0026,Neil deGrasse Tyson,Laki-laki,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1958-sekarang),Astrofisikawan Populer Dunia,Round / Soft,"Neil deGrasse Tyson (Astrofisikawan Populer Dunia) menampilkan profil visual berkarakter dengan struktur wajah Round / Soft. Fokus pandangan ditandai oleh mata ekspresif komunikatif, diselaraskan oleh alis lurus mendatar (straight-brow) tegas maskulin. Pada area midface, tampak hidung mancung lurus klasik dengan garis tulang hidung tegas, berpadu serasi dengan senyum antusias bersemangat. Garis bawah wajah dipertegas oleh dagu membulat halus menciptakan transisi garis pipi yang lembut, disempurnakan oleh kumis khas ramah. Ciri khas yang paling menonjol pada penampilannya meliputi Kumis khas ramah.","alis_lurus, alis_tegas, asal_as, astrofisikawan, dagu_membulat, degrasse, dunia, hidung_lurus_klasik, hidung_mancung, kontur_lembut, kumis_khas_ramah, laki_laki, mata_ekspresif_komunikatif, neil, neil_degrasse_tyson, pipi_penuh, populer, pria, senyum_antusias_bersemangat, tokoh_sejarah_ilmuwan, tyson, wajah_round_soft",0.366,0.602,0.735,0.718,0.268,0.326,0.086,0.316,0.878,Energi penjelasan sains yang menghidupkan rasa ingin tahu jutaan orang!,Senyum antusias bersemangat; Mata ekspresif komunikatif; Kumis khas ramah,Kumis khas ramah,/assets/celebs_cache/neil_degrasse_tyson.jpg
celeb_0027,David Attenborough,Laki-laki,Tokoh Sejarah & Ilmuwan,Inggris 🇬🇧,Modern (1926-sekarang),Naturalis Legendaris & Narator Alam,Oval,"Merepresentasikan figur Naturalis Legendaris & Narator Alam, David Attenborough memiliki proporsi wajah Oval yang harmonis. Karakteristik utamanya terpancar dari sorot mata penuh cinta bumi berpadu dengan alis tebal natural berkarakter maskulin dengan proporsi simetris. Struktur hidung terlihat hidung mancung lurus klasik dengan garis tulang hidung tegas, berdampingan dengan senyum hangat bersahaja. Kontur rahang diperkuat oleh dagu oval proporsional menyatu dengan lekukan rahang yang mulus dan disempurnakan oleh gaya rambut rapi teratur berkarakter maskulin klasik, mencerminkan identitas visual yang khas (Garis wajah bijaksana).","alam, alis_maskulin, alis_natural, alis_tebal, asal_inggris, attenborough, dagu_oval, david, david_attenborough, garis_wajah_bijaksana, hidung_lurus_klasik, hidung_mancung, laki_laki, legendaris, narator, naturalis, pria, rahang_proporsional, rambut_rapi_klasik, senyum_hangat, senyum_hangat_bersahaja, sorot_mata_penuh_cinta_bumi, tokoh_sejarah_ilmuwan, wajah_oval",0.377,0.549,0.707,0.68,0.268,0.343,0.093,0.315,0.804,Suara dan wibawa narasi alam yang menginspirasi konservasi global!,Sorot mata penuh cinta bumi; Senyum hangat bersahaja; Garis wajah bijaksana,Garis wajah bijaksana,/assets/celebs_cache/david_attenborough.jpg
celeb_0028,Andrew Huberman,Laki-laki,Tokoh Sejarah & Ilmuwan,AS 🇺🇸,Modern (1975-sekarang),Neurobiologis & Edukator Kinerja Otak,Square / Angular,"Dengan arsitektur wajah Square / Angular, Andrew Huberman mengekspresikan aura Neurobiologis & Edukator Kinerja Otak. Visual wajah menampilkan tatapan mata fokus terarah serta alis lurus mendatar (straight-brow) tegas maskulin. Keseimbangan fitur wajah terlihat dari hidung mancung lurus klasik dengan garis tulang hidung tegas dan bentuk bibir proporsional simetris dengan senyuman simpul hangat bersahaja yang bersahabat. Siluet wajah dibingkai oleh rahang maskulin kokoh dengan tatanan gaya rambut rapi teratur berkarakter maskulin klasik, memberikan kesan autentik didukung oleh Proporsi atletis cerdas.","alis_lurus, alis_tegas, andrew, andrew_huberman, asal_as, bibir_proporsional, edukator, hidung_lurus_klasik, hidung_mancung, huberman, kinerja, laki_laki, neurobiologis, otak, pria, proporsi_atletis_cerdas, rahang_maskulin_kokoh, rambut_rapi_klasik, senyum_hangat, senyum_simpul, tatapan_fokus, tatapan_mata_fokus_terarah, tokoh_sejarah_ilmuwan, wajah_square_angular",0.367,0.71,0.804,0.767,0.276,0.307,0.079,0.299,0.59,Optimasi kinerja neurologis dan protokol sains terapan yang presisi!,Rahang maskulin kokoh; Tatapan mata fokus terarah; Proporsi atletis cerdas,Proporsi atletis cerdas,/assets/celebs_cache/andrew_huberman.jpg
celeb_0029,Geoffrey Hinton,Laki-laki,Tokoh Sejarah & Ilmuwan,Inggris/Kanada 🇬🇧🇨🇦,Modern (1947-sekarang),Bapak Deep Learning (Turing Award & Nobel),Oval,"Karakteristik visual Geoffrey Hinton (Bapak Deep Learning (Turing Award & Nobel)) ditandai oleh geometri wajah Oval. Penampilan diperkuat oleh sorot mata intuisi neural yang dipadukan dengan garis dahi intelektual, menyatu dengan garis dahi. Di bagian tengah wajah, terdapat hidung mungil ramping proporsional dengan lekukan ujung halus natural yang selaras dengan senyum pemikir perintis. Bagian bawah wajah menonjolkan dagu oval proporsional menyatu dengan lekukan rahang yang mulus, dilengkapi oleh gaya rambut rapi teratur berkarakter maskulin klasik, serta diperkaya oleh sentuhan Proporsi simetri wajah yang seimbang.","asal_inggris, award, bapak, dagu_oval, deep, garis_dahi_intelektual, geoffrey, geoffrey_hinton, hidung_halus, hidung_mungil, hidung_ramping, hinton, laki_laki, learning, nobel, pria, proporsi_simetri_wajah_yang_seimbang, rahang_proporsional, rambut_rapi_klasik, senyum_pemikir_perintis, sorot_mata_intuisi_neural, tokoh_sejarah_ilmuwan, turing, wajah_oval",0.4,0.539,0.727,0.69,0.252,0.315,0.088,0.336,0.641,Ketekunan membuktikan konsep deep learning yang merevolusi era AI!,Sorot mata intuisi neural; Senyum pemikir perintis; Garis dahi intelektual,Proporsi simetri wajah yang seimbang,/assets/celebs_cache/geoffrey_hinton.jpg
